,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
28,33,15.904,1:41.388,14,17.482,1:43.382,14,19.642,1:42.680,14,21.189,1:42.645,14,22.941,1:42.302
29,55,17.068,1:43.400,55,19.056,1:42.771,55,21.017,1:42.481,55,22.495,1:42.576,55,24.349,1:42.404
30,19,18.933,1:42.803,19,21.265,1:43.115,19,23.598,1:42.853,19,25.398,1:42.898,19,27.378,1:42.530
31,11,19.564,1:42.710,11,21.771,1:42.990,11,24.206,1:42.955,11,25.945,1:42.837,11,28.134,1:42.739
32,26,20.409,1:42.745,26,22.726,1:43.100,26,24.931,1:42.725,26,26.750,1:42.917,26,28.894,1:42.694
33,8,22.174,1:43.045,8,24.535,1:43.144,8,26.882,1:42.867,8,28.564,1:42.780,8,30.687,1:42.673
34,18,26.106,1:43.543,18,28.868,1:43.545,2,31.234,1:42.495,2,32.903,1:42.767,2,34.816,1:42.463
35,2,26.685,1:43.363,2,29.259,1:43.357,18,32.997,1:44.649,18,35.240,1:43.341,18,PIT,1:43.556
36,9,27.799,1:43.355,9,30.632,1:43.616,9,33.885,1:43.773,9,36.070,1:43.283,9,38.881,1:43.361
37,39,28.596,1:43.361,39,31.581,1:43.768,39,PIT,1:44.118,20,47.746,1:42.793,20,50.094,1:42.898
38,20,41.835,1:42.651,20,43.850,1:42.798,20,46.051,1:42.721,39,56.334,2:02.253,39,57.805,1:42.021
39,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
40,44,,1:40.886,44,,1:41.748,44,,1:40.716,44,,1:41.295,44,,1:41.278
41,5,3.356,1:41.927,5,3.391,1:41.783,5,3.944,1:41.269,5,4.084,1:41.435,5,4.458,1:41.652
42,77,7.196,1:41.071,77,6.495,1:41.047,77,7.017,1:41.238,77,7.043,1:41.321,77,7.304,1:41.539
43,3,9.616,1:41.467,3,PIT,1:42.425,7,10.867,1:40.951,7,10.649,1:41.077,7,10.265,1:40.894
44,7,10.632,1:41.618,7,10.632,1:41.748,33,17.884,1:40.825,33,17.479,1:40.890,33,17.129,1:40.928
45,33,18.344,1:41.103,33,17.775,1:41.179,31,23.915,1:42.424,31,PIT,1:42.243,55,31.500,1:42.062
46,31,21.382,1:42.616,31,22.207,1:42.573,14,26.817,1:42.213,14,PIT,1:42.135,19,35.610,1:43.020
47,14,24.867,1:42.812,14,25.320,1:42.201,55,28.910,1:42.470,3,28.007,1:40.102,26,36.224,1:42.629
48,55,26.172,1:42.709,55,27.156,1:42.732,3,29.200,1:59.623,55,30.716,1:43.101,8,40.573,1:43.670
49,19,29.115,1:42.623,19,30.105,1:42.738,19,32.536,1:43.147,19,33.868,1:42.627,2,42.800,1:43.181
50,11,30.077,1:42.829,11,PIT,1:42.882,26,33.815,1:42.310,26,34.873,1:42.353,31,45.748,2:02.163
51,26,30.931,1:42.923,26,32.221,1:43.038,8,36.526,1:42.829,8,38.181,1:42.950,14,46.992,2:00.613
52,8,33.065,1:43.264,8,34.413,1:43.096,2,39.596,1:42.796,2,40.897,1:42.596,9,49.371,1:44.534
53,2,36.561,1:42.631,2,37.516,1:42.703,9,44.661,1:43.069,9,46.115,1:42.749,11,50.202,1:41.304
54,9,41.164,1:43.169,9,42.308,1:42.892,11,50.620,2:00.125,11,50.176,1:40.851,20,58.792,1:43.157
55,20,52.270,1:43.062,20,53.119,1:42.597,20,55.718,1:43.315,20,56.913,1:42.490,18,63.512,1:42.173
56,39,59.028,1:42.109,39,59.512,1:42.232,39,60.933,1:42.137,39,61.595,1:41.957,39,64.238,1:43.921
57,18,60.150,2:02.790,18,60.365,1:41.963,18,62.131,1:42.482,18,62.617,1:41.781,,,
58,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
59,44,,1:41.334,44,,1:41.273,44,,1:41.317,44,PIT,1:41.659,7,PIT,1:42.008
60,5,PIT,1:42.330,77,8.026,1:41.537,77,PIT,1:41.588,7,10.801,1:41.586,33,3.099,1:40.667
61,77,7.762,1:41.792,7,10.770,1:41.663,7,10.874,1:41.421,33,15.241,1:40.573,44,6.121,1:58.930
62,7,10.380,1:41.449,33,16.667,1:41.214,33,16.327,1:40.977,5,19.616,1:39.379,5,7.551,1:40.744
63,33,16.726,1:40.931,5,23.511,1:59.330,5,21.896,1:39.702,77,25.731,1:59.093,77,12.689,1:39.767
64,55,32.812,1:42.646,55,33.959,1:42.420,55,35.367,1:42.725,55,PIT,1:43.119,19,30.633,1:42.687
65,19,37.113,1:42.837,19,38.132,1:42.292,19,39.647,1:42.832,19,40.755,1:42.767,31,36.045,1:41.951
66,26,37.673,1:42.783,26,PIT,1:42.686,31,46.822,1:41.107,31,46.903,1:41.740,14,39.144,1:41.802
67,8,PIT,1:43.535,2,45.663,1:42.784,2,48.087,1:43.741,2,49.238,1:42.810,11,41.546,1:42.877
68,2,44.152,1:42.686,31,47.032,1:42.046,14,49.643,1:42.434,14,50.151,1:42.167,2,42.372,1:45.943
69,31,46.259,1:41.845,14,48.526,1:42.468,11,51.398,1:41.623,11,51.478,1:41.739,55,45.640,2:01.622
70,14,47.331,1:41.673,11,51.092,1:41.494,9,55.222,1:42.847,9,56.459,1:42.896,26,47.640,1:41.263
71,11,50.871,1:42.003,9,53.692,1:42.850,26,59.874,2:02.105,26,59.186,1:40.971,9,49.490,1:45.840
72,9,52.115,1:44.078,20,62.191,1:42.742,20,63.749,1:42.875,8,64.478,1:41.508,8,53.444,1:41.775
73,20,60.722,1:43.264,8,63.712,2:02.211,8,64.629,1:42.234,20,65.995,1:43.905,20,55.776,1:42.590
74,18,64.578,1:42.400,18,66.446,1:43.141,18,67.927,1:42.798,18,68.867,1:42.599,18,58.806,1:42.748
75,39,65.574,1:42.670,39,67.388,1:43.087,39,68.916,1:42.845,39,69.744,1:42.487,39,59.579,1:42.644
76,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
77,33,,1:40.968,33,,1:40.777,44,,1:39.233,44,,1:40.404,44,,1:40.098
78,44,1.901,1:39.847,44,1.386,1:40.262,33,1.395,1:42.014,33,PIT,1:41.465,5,3.798,1:40.455
79,5,3.664,1:40.180,5,3.324,1:40.437,5,3.123,1:40.418,5,3.441,1:40.722,77,8.889,1:40.128
80,77,8.852,1:40.230,77,8.224,1:40.149,77,8.601,1:40.996,77,8.859,1:40.662,7,11.812,1:40.014
81,7,13.746,1:57.813,7,12.649,1:39.680,7,11.473,1:39.443,7,11.896,1:40.827,33,21.754,1:59.396
82,19,29.053,1:42.487,19,30.711,1:42.435,19,32.698,1:42.606,19,35.057,1:42.763,19,37.706,1:42.747
83,31,34.181,1:42.203,31,35.652,1:42.248,31,37.053,1:42.020,31,39.083,1:42.434,31,41.081,1:42.096
84,14,36.614,1:41.537,14,37.786,1:41.949,14,39.551,1:42.384,11,41.999,1:41.671,11,43.304,1:41.403
85,11,38.598,1:41.119,11,39.265,1:41.444,11,40.732,1:42.086,55,46.483,1:41.728,55,47.542,1:41.157
86,2,40.754,1:42.449,2,42.842,1:42.865,55,45.159,1:42.123,26,48.846,1:42.313,26,50.344,1:41.596
87,55,43.039,1:41.466,55,43.655,1:41.393,2,46.343,1:44.120,2,50.091,1:44.152,2,PIT,1:42.673
88,26,44.642,1:41.069,26,45.386,1:41.521,26,46.937,1:42.170,8,54.452,1:41.960,8,56.469,1:42.115
89,9,PIT,1:43.130,8,51.626,1:41.567,8,52.896,1:41.889,20,58.671,1:42.482,20,60.744,1:42.171
90,8,50.836,1:41.459,20,54.930,1:41.822,20,56.593,1:42.282,14,PIT,2:02.424,18,65.507,1:42.830
91,20,53.885,1:42.176,18,58.731,1:42.298,18,60.472,1:42.360,18,62.775,1:42.707,39,66.383,1:42.781
92,18,57.210,1:42.471,39,59.719,1:42.481,39,61.514,1:42.414,39,63.700,1:42.590,9,74.640,1:41.595
93,39,58.015,1:42.503,9,71.278,2:03.502,9,72.005,1:41.346,9,73.143,1:41.542,,,
94,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
95,44,,1:40.824,44,,1:40.385,44,,1:40.169,44,,1:40.461,44,,1:40.108
96,5,3.829,1:40.855,5,4.114,1:40.670,5,4.583,1:40.638,5,4.528,1:40.406,5,4.690,1:40.270
97,77,8.307,1:40.242,77,8.317,1:40.395,77,8.193,1:40.045,77,7.754,1:40.022,77,8.118,1:40.472
98,7,11.256,1:40.268,7,11.315,1:40.444,7,11.382,1:40.236,7,10.495,1:39.574,7,9.916,1:39.529
99,33,19.453,1:38.523,33,18.384,1:39.316,33,17.486,1:39.271,33,16.227,1:39.202,33,15.639,1:39.520
100,19,39.619,1:42.737,19,42.035,1:42.801,19,45.134,1:43.268,19,PIT,1:44.415,31,50.755,1:41.596
101,31,42.150,1:41.893,31,43.644,1:41.879,31,45.944,1:42.469,31,49.267,1:43.784,11,51.487,1:41.734
102,11,44.010,1:41.530,11,45.153,1:41.528,11,46.773,1:41.789,11,49.861,1:43.549,55,52.835,1:41.612
103,55,48.081,1:41.363,55,49.085,1:41.389,55,50.023,1:41.107,55,51.331,1:41.769,26,54.642,1:41.586
104,26,50.832,1:41.312,26,51.582,1:41.135,26,52.531,1:41.118,26,53.164,1:41.094,8,62.207,1:41.557
105,8,57.083,1:41.438,8,58.335,1:41.637,8,59.519,1:41.353,8,60.758,1:41.700,20,68.004,1:41.807
106,20,62.289,1:42.369,20,63.593,1:41.689,20,65.104,1:41.680,20,66.305,1:41.662,19,69.617,2:00.637
107,18,67.297,1:42.614,18,69.287,1:42.375,18,71.570,1:42.452,2,72.984,1:41.281,2,74.285,1:41.409
108,39,68.289,1:42.730,39,70.250,1:42.346,2,72.164,1:41.148,18,74.373,1:43.264,18,76.907,1:42.642
109,2,71.221,1:59.379,2,71.185,1:40.349,39,72.960,1:42.879,39,75.132,1:42.633,39,77.639,1:42.615
110,9,75.354,1:41.538,9,76.544,1:41.575,9,77.741,1:41.366,9,78.659,1:41.379,9,79.905,1:41.354
111,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
112,44,,1:40.079,44,,1:39.719,44,,1:40.318,44,,1:39.307,44,,1:39.348
113,5,4.783,1:40.172,5,5.205,1:40.141,5,5.056,1:40.169,5,5.889,1:40.140,5,6.414,1:39.873
114,77,8.032,1:39.993,77,7.945,1:39.632,77,7.349,1:39.722,77,7.831,1:39.789,77,8.261,1:39.778
115,7,9.707,1:39.870,7,9.447,1:39.459,7,8.749,1:39.620,7,8.802,1:39.360,7,8.877,1:39.423
116,33,14.777,1:39.217,33,14.076,1:39.018,33,13.045,1:39.287,33,12.687,1:38.949,33,12.104,1:38.765
117,31,52.237,1:41.561,31,53.988,1:41.470,31,55.335,1:41.665,31,57.697,1:41.669,31,59.798,1:41.449
118,11,53.320,1:41.912,11,55.643,1:42.042,55,58.217,1:42.292,55,60.455,1:41.545,55,62.185,1:41.078
119,55,54.314,1:41.558,55,56.243,1:41.648,11,58.753,1:43.428,11,61.699,1:42.253,11,63.810,1:41.459
120,26,55.803,1:41.240,26,57.599,1:41.515,26,59.306,1:42.025,26,62.648,1:42.649,26,64.760,1:41.460
121,8,64.293,1:42.165,8,66.122,1:41.548,8,67.587,1:41.783,8,69.671,1:41.391,8,71.861,1:41.538
122,20,69.895,1:41.970,19,71.762,1:41.192,19,72.429,1:40.985,19,73.745,1:40.623,19,75.098,1:40.701
123,19,70.289,1:40.751,20,73.993,1:43.817,20,75.889,1:42.214,20,78.568,1:41.986,2,80.446,1:40.657
124,2,75.219,1:41.013,2,76.504,1:41.004,2,77.314,1:41.128,2,79.137,1:41.130,20,82.142,1:42.922
125,18,79.461,1:42.633,18,82.447,1:42.705,18,84.466,1:42.337,18,87.301,1:42.142,18,89.682,1:41.729
126,39,80.483,1:42.923,39,83.266,1:42.502,39,85.266,1:42.318,39,88.185,1:42.226,39,PIT,1:42.321
127,9,81.608,1:41.782,9,84.150,1:42.261,9,85.986,1:42.154,9,89.025,1:42.346,9,91.657,1:41.980
128,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
129,44,,1:39.471,44,,1:38.783,44,,1:39.564,44,,1:39.817,44,,1:39.455
130,5,6.499,1:39.556,5,7.085,1:39.369,5,PIT,1:40.279,77,8.793,1:39.167,9,1 LAP,1:43.408
131,77,8.629,1:39.839,77,9.353,1:39.507,77,9.443,1:39.654,7,9.837,1:39.398,77,9.141,1:39.803
132,7,9.264,1:39.858,7,10.227,1:39.746,7,10.256,1:39.593,18,1 LAP,1:39.666,7,9.811,1:39.429
133,33,11.537,1:38.904,33,PIT,1:39.172,18,1 LAP,2:00.276,39,1 LAP,1:40.593,18,1 LAP,1:40.097
134,31,62.046,1:41.719,39,1 LAP,2:01.142,39,1 LAP,1:40.563,5,25.071,1:57.088,39,1 LAP,1:40.464
135,55,63.828,1:41.114,31,64.774,1:41.511,33,28.274,1:55.912,33,26.517,1:38.060,5,23.896,1:38.280
136,11,65.590,1:41.251,55,66.147,1:41.102,31,66.098,1:40.888,31,67.306,1:41.025,33,25.778,1:38.716
137,26,66.567,1:41.278,11,67.841,1:41.034,55,67.389,1:40.806,55,68.607,1:41.035,31,69.089,1:41.238
138,8,73.649,1:41.259,26,69.109,1:41.325,11,69.457,1:41.180,11,70.752,1:41.112,55,70.246,1:41.094
139,19,75.758,1:40.131,8,76.241,1:41.375,26,70.665,1:41.120,26,71.861,1:41.013,11,72.657,1:41.360
140,2,82.161,1:41.186,19,77.585,1:40.610,8,79.483,1:42.806,19,81.269,1:41.040,26,73.908,1:41.502
141,20,84.734,1:42.063,2,84.373,1:40.995,19,80.046,1:42.025,8,83.006,1:43.340,19,82.051,1:40.237
142,18,PIT,1:41.661,20,87.982,1:42.031,2,86.216,1:41.407,2,87.865,1:41.466,8,85.340,1:41.789
143,9,93.504,1:41.318,9,95.918,1:41.197,20,90.644,1:42.226,20,92.828,1:42.001,2,89.674,1:41.264
144,,,,,,,9,97.574,1:41.220,,,,20,95.828,1:42.455
145,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
146,44,,1:39.293,44,,1:39.658,44,,1:38.940,44,,1:39.281,44,,1:39.301
147,9,1 LAP,1:41.455,9,1 LAP,1:41.106,20,1 LAP,1:43.431,20,1 LAP,1:42.272,20,1 LAP,1:42.309
148,77,9.466,1:39.618,7,9.378,1:38.809,9,1 LAP,1:41.041,7,10.119,1:39.886,7,11.217,1:40.399
149,7,10.227,1:39.709,77,10.453,1:40.645,7,9.514,1:39.076,9,1 LAP,1:43.060,77,13.409,1:40.138
150,18,1 LAP,1:39.673,18,1 LAP,1:40.565,77,11.529,1:40.016,77,12.572,1:40.324,9,1 LAP,1:42.855
151,39,1 LAP,1:40.031,39,1 LAP,1:40.491,18,1 LAP,1:40.249,18,1 LAP,1:40.159,18,1 LAP,1:40.416
152,5,23.218,1:38.615,5,21.998,1:38.438,39,1 LAP,1:40.474,5,20.109,1:38.116,5,19.819,1:39.011
153,33,25.137,1:38.652,33,23.945,1:38.466,5,21.274,1:38.216,33,22.435,1:38.264,33,21.615,1:38.481
154,31,70.980,1:41.184,31,71.920,1:40.598,33,23.452,1:38.447,39,1 LAP,1:43.547,39,1 LAP,1:40.512
155,55,71.796,1:40.843,55,72.670,1:40.532,31,73.595,1:40.615,31,75.573,1:41.259,31,77.144,1:40.872
156,11,74.574,1:41.210,11,76.369,1:41.453,55,74.192,1:40.462,55,76.370,1:41.459,55,78.020,1:40.951
157,26,75.858,1:41.243,26,77.437,1:41.237,11,78.822,1:41.393,11,80.961,1:41.420,11,83.035,1:41.375
158,19,82.980,1:40.222,19,83.506,1:40.184,26,79.922,1:41.425,26,82.124,1:41.483,26,84.206,1:41.383
159,8,87.623,1:41.576,8,89.939,1:41.974,19,84.722,1:40.156,19,85.792,1:40.351,19,87.139,1:40.648
160,2,91.713,1:41.332,2,93.564,1:41.509,8,92.980,1:41.981,8,96.286,1:42.587,,,
161,20,98.975,1:42.440,,,,2,95.624,1:41.000,2,97.804,1:41.461,,,
162,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
163,44,,1:39.719,44,,1:38.913,44,,1:38.776,44,,1:39.151,44,,1:39.256
164,8,1 LAP,1:44.280,8,1 LAP,1:41.752,8,1 LAP,1:41.942,8,1 LAP,1:42.204,8,1 LAP,1:41.855
165,2,1 LAP,1:43.376,2,1 LAP,1:41.990,2,1 LAP,1:41.870,2,1 LAP,1:42.086,7,14.443,1:39.940
166,7,11.521,1:40.023,7,12.236,1:39.628,7,13.349,1:39.889,7,13.759,1:39.561,2,1 LAP,1:43.517
167,77,13.794,1:40.104,77,14.502,1:39.621,77,15.418,1:39.692,77,15.884,1:39.617,77,16.688,1:40.060
168,20,1 LAP,1:46.044,5,18.383,1:38.615,5,17.564,1:37.957,5,16.858,1:38.445,5,17.130,1:39.528
169,9,1 LAP,1:41.800,33,20.541,1:38.625,33,19.843,1:38.078,33,18.793,1:38.101,33,17.978,1:38.441
170,5,18.681,1:38.581,9,1 LAP,1:45.220,18,1 LAP,1:39.868,18,1 LAP,1:40.818,18,1 LAP,1:40.586
171,33,20.829,1:38.933,18,1 LAP,1:40.443,9,1 LAP,1:42.915,9,1 LAP,1:41.774,39,1 LAP,1:42.314
172,18,1 LAP,1:43.542,39,1 LAP,1:40.856,39,1 LAP,1:39.979,39,1 LAP,1:40.625,9,1 LAP,1:43.626
173,39,1 LAP,1:40.294,20,1 LAP,1:52.370,20,1 LAP,1:42.872,20,1 LAP,1:42.963,20,PIT,1:43.498
174,31,78.367,1:40.942,31,80.608,1:41.154,31,82.764,1:40.932,31,84.222,1:40.609,31,85.676,1:40.710
175,55,79.064,1:40.763,55,81.310,1:41.159,55,83.404,1:40.870,55,84.946,1:40.693,55,86.609,1:40.919
176,11,84.544,1:41.228,11,87.275,1:41.644,11,90.169,1:41.670,11,92.358,1:41.340,11,94.348,1:41.246
177,26,85.685,1:41.198,26,88.057,1:41.285,26,91.050,1:41.769,26,93.176,1:41.277,26,95.265,1:41.345
178,19,87.778,1:40.358,19,89.354,1:40.489,19,91.593,1:41.015,19,93.819,1:41.377,19,95.882,1:41.319
179,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
180,44,,1:39.535,44,,1:39.528,44,,1:40.839,44,,1:40.191,44,,1:40.285
181,7,14.605,1:39.697,5,14.579,1:38.746,26,1 LAP,1:43.773,19,1 LAP,1:42.528,11,1 LAP,1:43.588
182,5,15.361,1:37.766,7,15.922,1:40.845,5,12.627,1:38.887,26,1 LAP,1:42.467,19,1 LAP,1:41.928
183,77,18.458,1:41.305,33,19.337,1:39.755,7,14.660,1:39.577,5,12.270,1:39.834,26,1 LAP,1:41.841
184,33,19.110,1:40.667,77,PIT,1:42.198,33,16.953,1:38.455,7,13.855,1:39.386,5,11.407,1:39.422
185,8,1 LAP,1:46.677,8,1 LAP,1:42.959,8,1 LAP,1:42.637,33,15.293,1:38.531,7,12.974,1:39.404
186,2,1 LAP,1:45.074,2,1 LAP,1:42.928,2,1 LAP,1:42.784,8,1 LAP,1:42.836,33,13.914,1:38.906
187,18,1 LAP,1:40.298,18,1 LAP,1:40.436,18,1 LAP,1:40.135,2,1 LAP,1:42.722,2,1 LAP,1:41.899
188,39,1 LAP,1:40.420,39,1 LAP,1:40.097,39,1 LAP,1:40.111,18,1 LAP,1:40.580,18,1 LAP,1:43.037
189,9,1 LAP,1:42.198,9,1 LAP,1:41.734,77,39.288,1:58.999,39,1 LAP,1:40.142,39,1 LAP,1:41.112
190,20,1 LAP,2:05.002,20,1 LAP,1:37.893,9,1 LAP,1:44.013,77,36.864,1:37.767,77,36.846,1:40.267
191,31,86.888,1:40.747,31,87.926,1:40.566,20,1 LAP,1:40.441,9,1 LAP,1:41.250,8,1 LAP,1:49.296
192,55,87.829,1:40.755,55,88.915,1:40.614,31,87.586,1:40.499,20,1 LAP,1:39.517,9,1 LAP,1:41.756
193,11,96.114,1:41.301,11,98.109,1:41.523,55,88.825,1:40.749,31,88.080,1:40.685,20,1 LAP,1:40.035
194,26,97.106,1:41.376,19,99.356,1:41.217,11,98.953,1:41.683,55,89.171,1:40.537,31,88.981,1:41.186
195,19,97.667,1:41.320,,,,,,,,,,55,90.905,1:42.019
